Place Name,State,District,City,img_source,Link,dominant_topic,probability
Kanchenjunga Mountain,West Bengal,Hampi District,Darjeeling,https://media-cdn.tripadvisor.com/media/photo-s/03/21/f6/29/kanchenjunga-mountain.jpg,https://www.tripadvisor.in/Attraction_Review-g304557-d3268050-Reviews-Kanchenjunga_Mountain-Darjeeling_Darjeeling_District_West_Bengal.html,Mountains/Landscapes/Waterfalls,0.89
Chand Baori (Step well),Rajasthan,Havelock Island District,Abhaneri,https://media-cdn.tripadvisor.com/media/photo-s/1b/4b/9c/c6/chand-baori-abhaneri.jpg,https://www.tripadvisor.in/Attraction_Review-g2322083-d1382647-Reviews-Chand_Baori_Step_well-Abhaneri_Dausa_District_Rajasthan.html,Monuments/Historical Architectures/Spiritual Attractions,0.51
Vashishta Gufa,Uttarakhand,Himalayas District,Rishikesh,https://media-cdn.tripadvisor.com/media/photo-s/04/34/00/20/vashishta-gufa.jpg,https://www.tripadvisor.in/Attraction_Review-g580106-d4092570-Reviews-Vashishta_Gufa-Rishikesh_Dehradun_District_Uttarakhand.html,Temples/Church/Worship,0.5
SOHAM Heritage & Art Centre,Uttarakhand,Himalayas District,Mussoorie,https://media-cdn.tripadvisor.com/media/photo-s/05/cc/0e/b5/soham-heritage-art-centre.jpg,https://www.tripadvisor.in/Attraction_Review-g297689-d6582665-Reviews-SOHAM_Heritage_Art_Centre-Mussoorie_Dehradun_District_Uttarakhand.html,Museums/Indian Culture & History,0.5
Tiger Falls,Uttarakhand,Howrah District,Chakrata,https://media-cdn.tripadvisor.com/media/photo-s/02/f4/4a/b7/tiger-fall_rotated_270.jpg,https://www.tripadvisor.in/Attraction_Review-g2287388-d3309382-Reviews-Tiger_Falls-Chakrata_Dehradun_District_Uttarakhand.html,Mountains/Landscapes/Waterfalls,0.91
Neer Garh Waterfall,Uttarakhand,Hubli-Dharwad District,Rishikesh,https://media-cdn.tripadvisor.com/media/photo-s/0e/94/3b/83/last-maggie-point.jpg,https://www.tripadvisor.in/Attraction_Review-g580106-d7598673-Reviews-Neer_Garh_Waterfall-Rishikesh_Dehradun_District_Uttarakhand.html,Mountains/Landscapes/Waterfalls,0.89
Forest Research Institute,Uttarakhand,Hyderabad District,Dehradun,https://media-cdn.tripadvisor.com/media/photo-s/03/46/15/45/forest-research-institute.jpg,https://www.tripadvisor.in/Attraction_Review-g297687-d3423751-Reviews-Forest_Research_Institute-Dehradun_Dehradun_District_Uttarakhand.html,Gardens/City Parks,0.37
Narara Marine National Park,Gujarat,Hyderabad District,Devbhumi Dwarka,https://media-cdn.tripadvisor.com/media/photo-s/02/3d/b5/2c/filename-dsc00638-jpg.jpg,https://www.tripadvisor.in/Attraction_Review-g12385472-d2008384-Reviews-Narara_Marine_National_Park-Devbhumi_Dwarka_District_Gujarat.html,Mountains/Landscapes/Waterfalls,0.3
Dwarkadhish Temple,Gujarat,Idukki District,Dwarka,https://media-cdn.tripadvisor.com/media/photo-s/03/20/2f/80/dwarakadheesh.jpg,https://www.tripadvisor.in/Attraction_Review-g660182-d3184202-Reviews-Dwarkadhish_Temple-Dwarka_Devbhumi_Dwarka_District_Gujarat.html,Temples/Church/Worship,0.77
Ship Palace (Jahaz Mahal),Madhya Pradesh,Imphal District,Mandu,https://media-cdn.tripadvisor.com/media/photo-s/0e/d6/26/3c/side-view-of-jahaz-mahal.jpg,https://www.tripadvisor.in/Attraction_Review-g319727-d498394-Reviews-Ship_Palace_Jahaz_Mahal-Mandu_Dhar_District_Madhya_Pradesh.html,Palace/Forts/Ancient Buildings,0.58
Norbulingka Institute,Himachal Pradesh,Jaipur District,Dharamsala,https://media-cdn.tripadvisor.com/media/photo-s/08/32/13/ba/norbulingka-institute.jpg,https://www.tripadvisor.in/Attraction_Review-g319724-d523976-Reviews-Norbulingka_Institute-Dharamsala_Kangra_District_Himachal_Pradesh.html,Museums/Indian Culture & History,0.57
Mannavanur Lake,Tamil Nadu,Jaipur District,Kodaikanal,https://media-cdn.tripadvisor.com/media/photo-s/07/65/16/68/manavanur-lake.jpg,https://www.tripadvisor.in/Attraction_Review-g303890-d7654525-Reviews-Mannavanur_Lake-Kodaikanal_Dindigul_District_Tamil_Nadu.html,Mountains/Landscapes/Waterfalls,0.57
Jingmaham Living Root Bridge,Meghalaya,Jaipur District,Mawlynnong,https://media-cdn.tripadvisor.com/media/photo-s/0b/0f/ce/1a/spectacular.jpg,https://www.tripadvisor.in/Attraction_Review-g2435898-d8870287-Reviews-Jingmaham_Living_Root_Bridge-Mawlynnong_East_Khasi_Hills_District_Meghalaya.html,Mountains/Landscapes/Waterfalls,0.7
Double Decker Living Root Bridge,Meghalaya,Jaipur District,Sohra,https://media-cdn.tripadvisor.com/media/photo-s/0e/8e/54/d8/u-will-forget-all-the.jpg,https://www.tripadvisor.in/Attraction_Review-g668046-d2441213-Reviews-Double_Decker_Living_Root_Bridge-Sohra_East_Khasi_Hills_District_Meghalaya.html,Mountains/Landscapes/Waterfalls,0.85
Don Bosco Centre for Indigenous Cultures,Meghalaya,Jaipur District,Shillong,https://media-cdn.tripadvisor.com/media/photo-s/03/06/bf/2d/inside-the-center-1.jpg,https://www.tripadvisor.in/Attraction_Review-g503702-d2426003-Reviews-Don_Bosco_Centre_for_Indigenous_Cultures-Shillong_East_Khasi_Hills_District_Megha.html,Museums/Indian Culture & History,0.94
Umiam Lake,Meghalaya,Jaipur District,Shillong,https://media-cdn.tripadvisor.com/media/photo-s/01/54/58/61/barapani-ummain-lake.jpg,https://www.tripadvisor.in/Attraction_Review-g503702-d1229299-Reviews-Umiam_Lake-Shillong_East_Khasi_Hills_District_Meghalaya.html,Mountains/Landscapes/Waterfalls,0.42
Mawkdok Dympep Valley,Meghalaya,Jaipur District,Sohra,https://media-cdn.tripadvisor.com/media/photo-s/02/3a/5f/f3/filename-mawkdok-jpg.jpg,https://www.tripadvisor.in/Attraction_Review-g668046-d2441192-Reviews-Mawkdok_Dympep_Valley-Sohra_East_Khasi_Hills_District_Meghalaya.html,Mountains/Landscapes/Waterfalls,1
Nohkalikai Falls,Meghalaya,Jaipur District,Sohra,https://media-cdn.tripadvisor.com/media/photo-s/0f/34/37/80/main-falls-alone.jpg,https://www.tripadvisor.in/Attraction_Review-g668046-d2336022-Reviews-Nohkalikai_Falls-Sohra_East_Khasi_Hills_District_Meghalaya.html,Mountains/Landscapes/Waterfalls,0.94
MG Marg,Sikkim,Jalpaiguri District,East Sikkim,https://media-cdn.tripadvisor.com/media/photo-s/06/58/2d/4c/real-beauty-of-gangtok.jpg,https://www.tripadvisor.in/Attraction_Review-g659796-d6961638-Reviews-MG_Marg-Gangtok_East_Sikkim_Sikkim.html,Beach/Seashores,0.89
Kashi Art Gallery,Kerala,Jammu District,Kochi (Cochin),https://media-cdn.tripadvisor.com/media/photo-s/04/61/de/c9/kashi-art-gallery.jpg,https://www.tripadvisor.in/Attraction_Review-g297633-d3912897-Reviews-Kashi_Art_Gallery-Kochi_Cochin_Ernakulam_District_Kerala.html,Beach/Seashores,0.66
Kerala Folklore Museum,Kerala,Jammu District,Kochi (Cochin),https://media-cdn.tripadvisor.com/media/photo-s/04/10/a0/cf/kerala-folklore-theatre.jpg,https://www.tripadvisor.in/Attraction_Review-g297633-d1629127-Reviews-Kerala_Folklore_Museum-Kochi_Cochin_Ernakulam_District_Kerala.html,Museums/Indian Culture & History,0.82
Edappally Church Complex,Kerala,Jamshedpur District,Kochi (Cochin),https://media-cdn.tripadvisor.com/media/photo-s/07/ed/b7/85/edappally-church-complex.jpg,https://www.tripadvisor.in/Attraction_Review-g4053412-d7988482-Reviews-Edappally_Church_Complex-Ernakulam_Kochi_Cochin_Ernakulam_District_Kerala.html,Temples/Church/Worship,0.62
Kerala Kathakali Centre,Kerala,Jodhpur District,Kochi (Cochin),https://media-cdn.tripadvisor.com/media/photo-s/0e/90/2a/9c/caption.jpg,https://www.tripadvisor.in/Attraction_Review-g297633-d1776022-Reviews-Kerala_Kathakali_Centre-Kochi_Cochin_Ernakulam_District_Kerala.html,Museums/Indian Culture & History,0.69
Gurudongmar Lake,Sikkim,Jodhpur District,Gangtok,https://media-cdn.tripadvisor.com/media/photo-s/09/91/f3/9b/2015-03-08-17-largejpg.jpg,https://www.tripadvisor.in/Attraction_Review-g297673-d667923-Reviews-Gurudongmar_Lake-Sikkim.html,Mountains/Landscapes/Waterfalls,0.94
Tsomgo Lake,Sikkim,Kanchipuram District,Gangtok,https://media-cdn.tripadvisor.com/media/photo-s/01/ed/a6/d8/lake-tsomgo-the-footprint.jpg,https://www.tripadvisor.in/Attraction_Review-g659796-d1204519-Reviews-Tsomgo_Lake-Gangtok_East_Sikkim_Sikkim.html,Mountains/Landscapes/Waterfalls,0.87
Nathula Pass,Sikkim,Kasaragod District,Gangtok,https://media-cdn.tripadvisor.com/media/photo-s/03/f1/b8/3e/nathula-pass.jpg,https://www.tripadvisor.in/Attraction_Review-g659796-d1752208-Reviews-Nathula_Pass-Gangtok_East_Sikkim_Sikkim.html,Mountains/Landscapes/Waterfalls,0.87
Old Goa,Goa,Kashmir District,Goa Velha,https://media-cdn.tripadvisor.com/media/photo-s/12/4a/b0/37/cartoline-da-old-goa.jpg,https://www.tripadvisor.in/Attraction_Review-g6109760-d320659-Reviews-Old_Goa-Goa_Velha_Goa.html,Temples/Church/Worship,0.26
Kaziranga National Orchid And Biodiversity Park,Assam,Kashmir District,Hatikhuli,https://media-cdn.tripadvisor.com/media/photo-s/0a/fc/6c/05/an-orchid-in-the-orchid.jpg,https://www.tripadvisor.in/Attraction_Review-g12440597-d10033999-Reviews-Kaziranga_National_Orchid_And_Biodiversity_Park-Hatikhuli_Golaghat_District_As.html,Gardens/City Parks,0.41
Sai Ka Angan Temple,Haryana,Kashmir District,Gurugram (Gurgaon),https://media-cdn.tripadvisor.com/media/photo-s/08/df/bd/30/sai-ka-angan-temple.jpg,https://www.tripadvisor.in/Attraction_Review-g297615-d6628388-Reviews-Sai_Ka_Angan_Temple-Gurugram_Gurgaon_Gurgaon_District_Haryana.html,Temples/Church/Worship,0.78
DLF Cyber Hub,Haryana,Kashmir District,Gurugram (Gurgaon),https://media-cdn.tripadvisor.com/media/photo-s/07/d2/c0/d4/india-gurgaon-cyber-mall.jpg,https://www.tripadvisor.in/Attraction_Review-g297615-d7984241-Reviews-DLF_Cyber_Hub-Gurugram_Gurgaon_Gurgaon_District_Haryana.html,Beach/Seashores,0.68
Pobitora Wildlife Sanctuary,Assam,Kashmir District,Guwahati,https://media-cdn.tripadvisor.com/media/photo-s/12/76/d7/a8/pobitora-wildlife-sanctuary.jpg,https://www.tripadvisor.in/Attraction_Review-g503692-d3705027-Reviews-Pobitora_Wildlife_Sanctuary-Guwahati_Kamrup_Metropolitan_District_Assam.html,Mountains/Landscapes/Waterfalls,0.48
Gwalior Fort,Madhya Pradesh,Kashmir District,Gwalior,https://media-cdn.tripadvisor.com/media/photo-s/0e/f4/cb/78/sahastrabahu-temple-gwalior.jpg,https://www.tripadvisor.in/Attraction_Review-g667810-d1238504-Reviews-Gwalior_Fort-Gwalior_Gwalior_District_Madhya_Pradesh.html,Palace/Forts/Ancient Buildings,0.59
Matanga Hill,Karnataka,Kashmir District,Hampi,https://media-cdn.tripadvisor.com/media/photo-s/03/3e/dc/a3/matanga-hill.jpg,https://www.tripadvisor.in/Attraction_Review-g319725-d3705674-Reviews-Matanga_Hill-Hampi_Bellary_District_Karnataka.html,Mountains/Landscapes/Waterfalls,0.76
Group of Monuments at Hampi,Karnataka,Kashmir District,Hampi,https://media-cdn.tripadvisor.com/media/photo-s/08/3a/08/4a/explore-hampi-day-tours.jpg,https://www.tripadvisor.in/Attraction_Review-g319725-d8425108-Reviews-Group_of_Monuments_at_Hampi-Hampi_Bellary_District_Karnataka.html,Monuments/Historical Architectures/Spiritual Attractions,0.66
Vithala Temple Complex,Karnataka,Kashmir District,Hampi,https://media-cdn.tripadvisor.com/media/photo-s/01/85/3a/04/gate-on-the-way-to-the.jpg,https://www.tripadvisor.in/Attraction_Review-g319725-d1752251-Reviews-Vithala_Temple_Complex-Hampi_Bellary_District_Karnataka.html,Monuments/Historical Architectures/Spiritual Attractions,0.85
Vijaya Vittala Temple,Karnataka,Kedarnath District,Hampi,https://media-cdn.tripadvisor.com/media/photo-s/05/aa/1c/bf/vijaya-vittala-temple.jpg,https://www.tripadvisor.in/Attraction_Review-g319725-d4138623-Reviews-Vijaya_Vittala_Temple-Hampi_Bellary_District_Karnataka.html,Monuments/Historical Architectures/Spiritual Attractions,0.94
Tungabhadra River,Karnataka,Kerala District,Hampi,https://media-cdn.tripadvisor.com/media/photo-s/05/56/0d/63/tungabhadra-river.jpg,https://www.tripadvisor.in/Attraction_Review-g319725-d4421771-Reviews-Tungabhadra_River-Hampi_Bellary_District_Karnataka.html,Riverbank/Pilgrimage,0.54
Bhagawan Bahubali Statue (Gommateshwara),Karnataka,Khajuraho District,Hassan,https://media-cdn.tripadvisor.com/media/photo-s/01/ea/fb/79/view-from-the-top.jpg,https://www.tripadvisor.in/Attraction_Review-g503696-d1977110-Reviews-Bhagawan_Bahubali_Statue_Gommateshwara-Hassan_Hassan_District_Karnataka.html,Mountains/Landscapes/Waterfalls,0.47
Chennakesava Temple,Karnataka,Khajuraho District,Belur,https://media-cdn.tripadvisor.com/media/photo-s/16/39/a2/3b/southern-entrance-chennakeshav.jpg,https://www.tripadvisor.in/Attraction_Review-g1676037-d325163-Reviews-Chennakesava_Temple-Belur_Hassan_District_Karnataka.html,Monuments/Historical Architectures/Spiritual Attractions,0.93
Radhanagar Beach,Andaman and Nicobar Islands,Khubi District,Havelock Island,https://media-cdn.tripadvisor.com/media/photo-s/03/89/e9/f8/radhanagar-beach.jpg,https://www.tripadvisor.in/Attraction_Review-g503691-d523963-Reviews-Radhanagar_Beach-Havelock_Island_Andaman_and_Nicobar_Islands.html,Beach/Seashores,0.81
Rohtang Pass,Himachal Pradesh,Khurda District,Himalayas,https://media-cdn.tripadvisor.com/media/photo-s/01/1f/0a/1a/the-snow-capped-mountains.jpg,https://www.tripadvisor.in/Attraction_Review-g297617-d1222324-Reviews-Rohtang_Pass-Himachal_Pradesh.html,Mountains/Landscapes/Waterfalls,0.97
Spiti Valley,Himachal Pradesh,Kinnaur District,Himalayas,https://media-cdn.tripadvisor.com/media/photo-s/01/2e/e4/ec/himachal-pradesh.jpg,https://www.tripadvisor.in/Attraction_Review-g297617-d1469237-Reviews-Spiti_Valley-Himachal_Pradesh.html,Mountains/Landscapes/Waterfalls,0.78
Second Hooghly Bridge,West Bengal,Kochi (Cochin) District,Howrah,https://media-cdn.tripadvisor.com/media/photo-s/03/a2/30/36/hooghly-bridge.jpg,https://www.tripadvisor.in/Attraction_Review-g1234703-d3203899-Reviews-Second_Hooghly_Bridge-Howrah_Howrah_District_West_Bengal.html,Palace/Forts/Ancient Buildings,0.74
Agadi Thota,Karnataka,Kohima District,Hubli-Dharwad,https://media-cdn.tripadvisor.com/media/photo-s/0d/6b/5d/a4/lunch.jpg,https://www.tripadvisor.in/Attraction_Review-g1154299-d10035832-Reviews-Agadi_Thota-Hubli_Dharwad_Dharwad_District_Karnataka.html,Wildlife/Forests/National Parks,0.4
Salar Jung Museum,Telangana,Kolkata District,Hyderabad,https://media-cdn.tripadvisor.com/media/photo-s/09/a1/66/09/photo3jpg.jpg,https://www.tripadvisor.in/Attraction_Review-g297586-d320681-Reviews-Salar_Jung_Museum-Hyderabad_Hyderabad_District_Telangana.html,Museums/Indian Culture & History,0.8
Golconda Fort,Telangana,Kolkata District,Hyderabad,https://media-cdn.tripadvisor.com/media/photo-s/05/a3/62/98/golkonda-fort.jpg,https://www.tripadvisor.in/Attraction_Review-g297586-d320673-Reviews-Golconda_Fort-Hyderabad_Hyderabad_District_Telangana.html,Palace/Forts/Ancient Buildings,0.5
Taj Falaknuma Palace,Telangana,Kolkata District,Hyderabad,https://media-cdn.tripadvisor.com/media/photo-s/14/c8/76/98/one-of-best-stay-anywhere.jpg,https://www.tripadvisor.in/Attraction_Review-g297586-d320672-Reviews-Taj_Falaknuma_Palace-Hyderabad_Hyderabad_District_Telangana.html,Palace/Forts/Ancient Buildings,0.38
Ramoji Film City,Telangana,Kolkata District,Hyderabad,https://media-cdn.tripadvisor.com/media/photo-s/07/15/ef/fe/ramoji-film-city.jpg,https://www.tripadvisor.in/Attraction_Review-g297586-d636879-Reviews-Ramoji_Film_City-Hyderabad_Hyderabad_District_Telangana.html,Gardens/City Parks,0.5
Calvary Temple,Telangana,Kollam District,Hyderabad,https://media-cdn.tripadvisor.com/media/photo-s/12/e4/89/82/the-entrance.jpg,https://www.tripadvisor.in/Attraction_Review-g297586-d14064327-Reviews-Calvary_Temple-Hyderabad_Hyderabad_District_Telangana.html,Temples/Church/Worship,0.83
Vagamon,Kerala,Konark District,Idukki,https://media-cdn.tripadvisor.com/media/photo-s/16/16/ab/e1/porch.jpg,https://www.tripadvisor.in/Attraction_Review-g10617486-d3360648-Reviews-Vagamon-Idukki_District_Kerala.html,Mountains/Landscapes/Waterfalls,0.74
Tea Gardens,Kerala,Kota District,Munnar,https://media-cdn.tripadvisor.com/media/photo-s/01/1d/48/1b/the-drive-to.jpg,https://www.tripadvisor.in/Attraction_Review-g303881-d1205025-Reviews-Tea_Gardens-Munnar_Idukki_District_Kerala.html,Mountains/Landscapes/Waterfalls,0.66
Meesapulimala,Kerala,Kottayam District,Idukki,https://media-cdn.tripadvisor.com/media/photo-s/08/15/ac/f2/meesapulimala.jpg,https://www.tripadvisor.in/Attraction_Review-g297632-d8287737-Reviews-Meesapulimala-Idukki_Idukki_District_Kerala.html,Mountains/Landscapes/Waterfalls,0.88
Abraham's Spice Garden,Kerala,Kullu District,Thekkady,https://media-cdn.tripadvisor.com/media/photo-s/02/ef/b0/75/a-garden-with-nature.jpg,https://www.tripadvisor.in/Attraction_Review-g7998458-d2521138-Reviews-Abraham_s_Spice_Garden-Kumily_Thekkady_Idukki_District_Kerala.html,Wildlife/Forests/National Parks,0.72
Loktak Lake,Manipur,Kumbhalgarh District,Imphal,https://media-cdn.tripadvisor.com/media/photo-s/04/06/0e/28/loktak-lake.jpg,https://www.tripadvisor.in/Attraction_Review-g668045-d3923256-Reviews-Loktak_Lake-Imphal_Imphal_West_District_Manipur.html,Riverbank/Pilgrimage,0.4
Marble Rocks at Bhedaghat,Madhya Pradesh,Ladakh District,Jabalpur,https://media-cdn.tripadvisor.com/media/photo-s/03/53/b6/9a/marble-rocks-at-bhedaghat.jpg,https://www.tripadvisor.in/Attraction_Review-g503699-d3685221-Reviews-Marble_Rocks_at_Bhedaghat-Jabalpur_Jabalpur_District_Madhya_Pradesh.html,Riverbank/Pilgrimage,0.53
Dhuandhar Falls,Madhya Pradesh,Ladakh District,Jabalpur,https://media-cdn.tripadvisor.com/media/photo-s/01/23/38/27/awesome.jpg,https://www.tripadvisor.in/Attraction_Review-g503699-d1371842-Reviews-Dhuandhar_Falls-Jabalpur_Jabalpur_District_Madhya_Pradesh.html,Mountains/Landscapes/Waterfalls,0.66
Ele Experience Farm,Rajasthan,Ladakh District,Jaipur,https://media-cdn.tripadvisor.com/media/photo-s/19/21/44/22/feel-every-moment.jpg,https://www.tripadvisor.in/Attraction_Review-g304555-d16204868-Reviews-Ele_Experience_Farm-Jaipur_Jaipur_District_Rajasthan.html,Wildlife/Forests/National Parks,0.96
Jaipur Rugs Company Pvt. Ltd.,Rajasthan,Ladakh District,Jaipur,https://media-cdn.tripadvisor.com/media/photo-s/0b/62/8a/fb/showplace-in-hannover.jpg,https://www.tripadvisor.in/Attraction_Review-g304555-d10261594-Reviews-Jaipur_Rugs_Company_Pvt_Ltd-Jaipur_Jaipur_District_Rajasthan.html,Wildlife/Forests/National Parks,0.56
Jantar Mantar - Jaipur,Rajasthan,Ladakh District,Jaipur,https://media-cdn.tripadvisor.com/media/photo-s/08/10/b5/57/jantar-mantar-jaipur.jpg,https://www.tripadvisor.in/Attraction_Review-g304555-d311635-Reviews-Jantar_Mantar_Jaipur-Jaipur_Jaipur_District_Rajasthan.html,Monuments/Historical Architectures/Spiritual Attractions,0.62
Amber Fort,Rajasthan,Ladakh District,Jaipur,https://media-cdn.tripadvisor.com/media/photo-s/17/d3/a8/57/images-30-largejpg.jpg,https://www.tripadvisor.in/Attraction_Review-g1096234-d319875-Reviews-Amber_Fort-Amer_Jaipur_Jaipur_District_Rajasthan.html,Palace/Forts/Ancient Buildings,0.52
Anokhi Museum of Hand Printing,Rajasthan,Ladakh District,Jaipur,https://media-cdn.tripadvisor.com/media/photo-s/03/79/c7/64/anokhi-museum-of-hand.jpg,https://www.tripadvisor.in/Attraction_Review-g304555-d646498-Reviews-Anokhi_Museum_of_Hand_Printing-Jaipur_Jaipur_District_Rajasthan.html,Museums/Indian Culture & History,0.82
Elejungle,Rajasthan,Ladakh District,Jaipur,https://media-cdn.tripadvisor.com/media/photo-s/0e/a1/2f/b5/good-people.jpg,https://www.tripadvisor.in/Attraction_Review-g1096234-d12148462-Reviews-Elejungle-Amer_Jaipur_Jaipur_District_Rajasthan.html,Wildlife/Forests/National Parks,0.87
Elefantastic,Rajasthan,Ladakh District,Jaipur,https://media-cdn.tripadvisor.com/media/photo-s/0a/2d/95/98/this-is-elephant-love.jpg,https://www.tripadvisor.in/Attraction_Review-g1096234-d2552789-Reviews-Elefantastic-Amer_Jaipur_Jaipur_District_Rajasthan.html,Wildlife/Forests/National Parks,0.91
Elefanjoy,Rajasthan,Lepakshi District,Jaipur,https://media-cdn.tripadvisor.com/media/photo-s/17/de/fc/68/elefanjoy.jpg,https://www.tripadvisor.in/Attraction_Review-g1096234-d6212731-Reviews-Elefanjoy-Amer_Jaipur_Jaipur_District_Rajasthan.html,Wildlife/Forests/National Parks,0.95
Elephant Joy,Rajasthan,Lonavala District,Jaipur,https://media-cdn.tripadvisor.com/media/photo-s/0c/74/d8/67/20160807-143936-largejpg.jpg,https://www.tripadvisor.in/Attraction_Review-g304555-d10941171-Reviews-Elephant_Joy-Jaipur_Jaipur_District_Rajasthan.html,Wildlife/Forests/National Parks,0.96
EleSafari,Rajasthan,Lucknow District,Jaipur,https://media-cdn.tripadvisor.com/media/photo-s/19/42/f6/df/happy-guests-at-elesafari.jpg,https://www.tripadvisor.in/Attraction_Review-g1096234-d10505202-Reviews-EleSafari-Amer_Jaipur_Jaipur_District_Rajasthan.html,Wildlife/Forests/National Parks,0.93
Elefun,Rajasthan,Lucknow District,Jaipur,https://media-cdn.tripadvisor.com/media/photo-s/0e/fa/06/bf/una-experiencia-maravillosa.jpg,https://www.tripadvisor.in/Attraction_Review-g1096234-d4105837-Reviews-Elefun-Amer_Jaipur_Jaipur_District_Rajasthan.html,Wildlife/Forests/National Parks,0.92
Sheesh Mahal (Hall of Mirrors),Rajasthan,Lucknow District,Jaipur,https://media-cdn.tripadvisor.com/media/photo-s/0d/8e/20/db/photo9jpg.jpg,https://www.tripadvisor.in/Attraction_Review-g1096234-d324676-Reviews-Sheesh_Mahal_Hall_of_Mirrors-Amer_Jaipur_Jaipur_District_Rajasthan.html,Palace/Forts/Ancient Buildings,0.79
Diwan-e-Khas Hall of Private Audience,Rajasthan,Lucknow District,Jaipur,https://media-cdn.tripadvisor.com/media/photo-s/0f/21/37/5e/within-the-city-palace.jpg,https://www.tripadvisor.in/Attraction_Review-g304555-d3187392-Reviews-Diwan_e_Khas_Hall_of_Private_Audience-Jaipur_Jaipur_District_Rajasthan.html,Palace/Forts/Ancient Buildings,0.71
Jaisalmer War Museum,Rajasthan,Mahabaleshwar District,Jaisalmer,https://media-cdn.tripadvisor.com/media/photo-s/08/db/66/51/jaisalmer-war-museum.jpg,https://www.tripadvisor.in/Attraction_Review-g297667-d8599168-Reviews-Jaisalmer_War_Museum-Jaisalmer_Jaisalmer_District_Rajasthan.html,Museums/Indian Culture & History,0.92
Longewala War Memorial,Rajasthan,Mahabalipuram District,Jaisalmer,https://media-cdn.tripadvisor.com/media/photo-s/09/aa/e7/06/jaisalmer.jpg,https://www.tripadvisor.in/Attraction_Review-g297667-d8875991-Reviews-Longewala_War_Memorial-Jaisalmer_Jaisalmer_District_Rajasthan.html,Museums/Indian Culture & History,0.79
Desert Culture Centre & Museum,Rajasthan,Mahabalipuram District,Jaisalmer,https://media-cdn.tripadvisor.com/media/photo-s/03/b1/b0/40/desert-culture-centre.jpg,https://www.tripadvisor.in/Attraction_Review-g297667-d3913107-Reviews-Desert_Culture_Centre_Museum-Jaisalmer_Jaisalmer_District_Rajasthan.html,Museums/Indian Culture & History,0.85
Dooars,West Bengal,Manali Tehsil District,Jalpaiguri,https://media-cdn.tripadvisor.com/media/photo-s/03/09/89/82/dooars.jpg,https://www.tripadvisor.in/Attraction_Review-g1549815-d3332188-Reviews-Dooars-Jalpaiguri_Jalpaiguri_District_West_Bengal.html,Mountains/Landscapes/Waterfalls,0.52
Nathatop,Jammu and Kashmir,Mandi District,Jammu,https://media-cdn.tripadvisor.com/media/photo-s/05/4b/72/0c/nathatop.jpg,https://www.tripadvisor.in/Attraction_Review-g1152719-d6027591-Reviews-Nathatop-Patnitop_Udhampur_District_Jammu_Jammu_and_Kashmir.html,Mountains/Landscapes/Waterfalls,0.93
Vaishno Devi Mandir,Jammu and Kashmir,Mandla District,Jammu,https://media-cdn.tripadvisor.com/media/photo-s/05/8e/f7/2f/vaishno-devi-mandir.jpg,https://www.tripadvisor.in/Attraction_Review-g297620-d1220004-Reviews-Vaishno_Devi_Mandir-Jammu_City_Jammu_District_Jammu_Jammu_and_Kashmir.html,Temples/Church/Worship,0.59
Jubilee Park,Jharkhand,Mangalore District,Jamshedpur,https://media-cdn.tripadvisor.com/media/photo-s/0e/6a/8e/5f/amusement-park.jpg,https://www.tripadvisor.in/Attraction_Review-g662321-d2288675-Reviews-Jubilee_Park-Jamshedpur_East_Singhbhum_District_Jharkhand.html,Gardens/City Parks,0.86
Nag Tibba,Uttar Pradesh,Manikaran District,Jaunpur,https://media-cdn.tripadvisor.com/media/photo-s/05/b2/0f/c7/nag-tibba.jpg,https://www.tripadvisor.in/Attraction_Review-g4443865-d4435614-Reviews-Nag_Tibba-Jaunpur_Jaunpur_District_Uttar_Pradesh.html,Mountains/Landscapes/Waterfalls,0.78
Dr. Ramnath A. Podar Haveli Museum,Rajasthan,Mawlynnong District,Nawalgarh,https://media-cdn.tripadvisor.com/media/photo-s/0e/4a/ae/69/an-interesting-painting.jpg,https://www.tripadvisor.in/Attraction_Review-g1238632-d2335311-Reviews-Dr_Ramnath_A_Podar_Haveli_Museum-Nawalgarh_Jhunjhunu_District_Rajasthan.html,Museums/Indian Culture & History,0.61
Kosi River,Uttarakhand,Modhera District,Himalayas,https://media-cdn.tripadvisor.com/media/photo-s/0f/91/24/d5/dirty-water.jpg,https://www.tripadvisor.in/Attraction_Review-g1152784-d3570304-Reviews-Kosi_River-Jim_Corbett_National_Park_Nainital_District_Uttarakhand.html,Riverbank/Pilgrimage,0.42
Ganesh Handicrafts,Rajasthan,Mount Abu District,Jodhpur,https://media-cdn.tripadvisor.com/media/photo-s/1a/08/52/ac/ein-sehr-schoner-laden.jpg,https://www.tripadvisor.in/Attraction_Review-g297668-d2437622-Reviews-Ganesh_Handicrafts-Jodhpur_Jodhpur_District_Rajasthan.html,Wildlife/Forests/National Parks,0.44
Chauhan's Art Gallery & Art School,Rajasthan,Mumbai District,Jodhpur,https://media-cdn.tripadvisor.com/media/photo-s/18/c4/69/7b/my-art-gallery-and-art.jpg,https://www.tripadvisor.in/Attraction_Review-g297668-d12704725-Reviews-Chauhan_s_Art_Gallery_Art_School-Jodhpur_Jodhpur_District_Rajasthan.html,Museums/Indian Culture & History,0.95
