Place Name,State,District,City,img_source,Link,dominant_topic,probability
Beas River,Himachal Pradesh,Ujjain District,Manali Tehsil,https://media-cdn.tripadvisor.com/media/photo-s/01/6d/2e/78/kullu-manali-trip-sight.jpg,https://www.tripadvisor.in/Attraction_Review-g297618-d1220279-Reviews-Beas_River-Manali_Manali_Tehsil_Kullu_District_Himachal_Pradesh.html,Riverbank/Pilgrimage,0.61
Barot Valley,Himachal Pradesh,Ukhimath District,Mandi,https://media-cdn.tripadvisor.com/media/photo-s/05/e7/15/ff/barot-valley-view.jpg,https://www.tripadvisor.in/Attraction_Review-g1087542-d6634909-Reviews-Barot_Valley-Mandi_Mandi_District_Himachal_Pradesh.html,Mountains/Landscapes/Waterfalls,0.62
Prashar Lake,Himachal Pradesh,Umaria District,Mandi,https://media-cdn.tripadvisor.com/media/photo-s/01/7c/14/b7/sundeepkullu-dot-weebly.jpg,https://www.tripadvisor.in/Attraction_Review-g1087542-d1219322-Reviews-Prashar_Lake-Mandi_Mandi_District_Himachal_Pradesh.html,Mountains/Landscapes/Waterfalls,0.82
Kanha National Park,Madhya Pradesh,Varanasi District,Mandla,https://media-cdn.tripadvisor.com/media/photo-s/07/bf/aa/90/kanha-national-park.jpg,https://www.tripadvisor.in/Attraction_Review-g1584866-d324921-Reviews-Kanha_National_Park-Mandla_Mandla_District_Madhya_Pradesh.html,Wildlife/Forests/National Parks,0.49
St. Aloysius Chapel,Karnataka,Varanasi District,Mangalore,https://media-cdn.tripadvisor.com/media/photo-s/08/0e/bd/03/st-aloysius-chapel.jpg,https://www.tripadvisor.in/Attraction_Review-g297630-d3444292-Reviews-St_Aloysius_Chapel-Mangalore_Dakshina_Kannada_District_Karnataka.html,Monuments/Historical Architectures/Spiritual Attractions,0.48
Kheer Ganga,Himachal Pradesh,Varanasi District,Manikaran,https://media-cdn.tripadvisor.com/media/photo-s/06/b3/8c/3b/kheer-ganga.jpg,https://www.tripadvisor.in/Attraction_Review-g1643556-d7127703-Reviews-Kheer_Ganga-Manikaran_Kullu_District_Himachal_Pradesh.html,Mountains/Landscapes/Waterfalls,0.92
Prem Mandir - Shyama Shyam Dham,Uttar Pradesh,Velankanni District,Vrindavan,https://media-cdn.tripadvisor.com/media/photo-s/0a/58/cb/50/sri-krishna-janmasthan.jpg,https://www.tripadvisor.in/Attraction_Review-g951350-d3183760-Reviews-Prem_Mandir_Shyama_Shyam_Dham-Vrindavan_Mathura_District_Uttar_Pradesh.html,Temples/Church/Worship,0.3
Roots Bridges,Meghalaya,Visakhapatnam District,Mawlynnong,https://media-cdn.tripadvisor.com/media/photo-s/02/2b/b9/cb/the-closest-bridge-to.jpg,https://www.tripadvisor.in/Attraction_Review-g2435898-d2345071-Reviews-Roots_Bridges-Mawlynnong_East_Khasi_Hills_District_Meghalaya.html,Mountains/Landscapes/Waterfalls,0.73
Sun Temple,Gujarat,Modhera District,Modhera,https://media-cdn.tripadvisor.com/media/photo-s/01/ba/61/c9/the-sun-temple.jpg,https://www.tripadvisor.in/Attraction_Review-g2285311-d1965676-Reviews-Sun_Temple-Modhera_Mehsana_District_Gujarat.html,Monuments/Historical Architectures/Spiritual Attractions,0.79
Dilwara Jain Temples,Rajasthan,Mount Abu District,Mount Abu,https://media-cdn.tripadvisor.com/media/photo-s/02/48/ca/eb/main-temple.jpg,https://www.tripadvisor.in/Attraction_Review-g679012-d1754684-Reviews-Dilwara_Jain_Temples-Mount_Abu_Sirohi_District_Rajasthan.html,Monuments/Historical Architectures/Spiritual Attractions,0.83
KidZania Mumbai,Maharashtra,Mumbai District,Mumbai,https://media-cdn.tripadvisor.com/media/photo-s/04/9b/89/41/kids-role-playing-as.jpg,https://www.tripadvisor.in/Attraction_Review-g304554-d4817230-Reviews-KidZania_Mumbai-Mumbai_Maharashtra.html,Wildlife/Forests/National Parks,0.64
Gateway of India,Maharashtra,Mumbai District,Mumbai,https://media-cdn.tripadvisor.com/media/photo-s/0d/16/f3/a1/fb-img-1474806779807.jpg,https://www.tripadvisor.in/Attraction_Review-g304554-d311667-Reviews-Gateway_of_India-Mumbai_Maharashtra.html,Palace/Forts/Ancient Buildings,0.6
Global Vipassana Pagoda,Maharashtra,Mumbai District,Mumbai,https://media-cdn.tripadvisor.com/media/photo-s/15/19/88/12/global-vipassana-pagoda.jpg,https://www.tripadvisor.in/Attraction_Review-g304554-d2514810-Reviews-Global_Vipassana_Pagoda-Mumbai_Maharashtra.html,Temples/Church/Worship,0.51
Marine Drive,Maharashtra,Mumbai District,Mumbai,https://media-cdn.tripadvisor.com/media/photo-s/0d/40/ce/df/marine-drive-seen-as.jpg,https://www.tripadvisor.in/Attraction_Review-g304554-d321437-Reviews-Marine_Drive-Mumbai_Maharashtra.html,Beach/Seashores,0.68
Wankhede Stadium,Maharashtra,Mumbai District,Mumbai,https://media-cdn.tripadvisor.com/media/photo-s/06/db/a6/f0/wankhede-stadium.jpg,https://www.tripadvisor.in/Attraction_Review-g304554-d5792109-Reviews-Wankhede_Stadium-Mumbai_Maharashtra.html,Gardens/City Parks,0.75
Nariman Point,Maharashtra,Mumbai District,Mumbai,https://media-cdn.tripadvisor.com/media/photo-s/04/57/57/49/nariman-point.jpg,https://www.tripadvisor.in/Attraction_Review-g304554-d3783379-Reviews-Nariman_Point-Mumbai_Maharashtra.html,Beach/Seashores,0.62
Colaba,Maharashtra,Mumbai District,Mumbai,https://media-cdn.tripadvisor.com/media/photo-s/07/38/3d/94/colaba.jpg,https://www.tripadvisor.in/Attraction_Review-g304554-d311661-Reviews-Colaba-Mumbai_Maharashtra.html,Beach/Seashores,0.78
Dharavi,Maharashtra,Mumbai District,Mumbai,https://media-cdn.tripadvisor.com/media/photo-s/14/20/48/8e/dharavi-slum-7.jpg,https://www.tripadvisor.in/Attraction_Review-g304554-d2514821-Reviews-Dharavi-Mumbai_Maharashtra.html,Wildlife/Forests/National Parks,0.53
Mani Bhavan Gandhi Museum,Maharashtra,Mumbai District,Mumbai,https://media-cdn.tripadvisor.com/media/photo-s/07/06/55/1e/museu-mani-bhavan-gandhi.jpg,https://www.tripadvisor.in/Attraction_Review-g304554-d311674-Reviews-Mani_Bhavan_Gandhi_Museum-Mumbai_Maharashtra.html,Museums/Indian Culture & History,0.92
Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,Maharashtra,Mumbai District,Mumbai,https://media-cdn.tripadvisor.com/media/photo-s/01/b1/89/43/bombay-museum-chhatrapati.jpg,https://www.tripadvisor.in/Attraction_Review-g304554-d10071803-Reviews-Chhatrapati_Shivaji_Maharaj_Vastu_Sangrahalaya-Mumbai_Maharashtra.html,Museums/Indian Culture & History,0.72
Kanheri Caves,Maharashtra,Mumbai District,Mumbai,https://media-cdn.tripadvisor.com/media/photo-s/1a/d0/df/e1/eingang.jpg,https://www.tripadvisor.in/Attraction_Review-g304554-d1204502-Reviews-Kanheri_Caves-Mumbai_Maharashtra.html,Monuments/Historical Architectures/Spiritual Attractions,0.5
Kalari Kshethra,Kerala,Munnar District,Munnar,https://media-cdn.tripadvisor.com/media/photo-s/10/cb/92/00/lalu-in-air-practice.jpg,https://www.tripadvisor.in/Attraction_Review-g303881-d12287006-Reviews-Kalari_Kshethra-Munnar_Idukki_District_Kerala.html,Museums/Indian Culture & History,0.66
Hazarduari Palace Museum,West Bengal,Murudeshwar District,Murshidabad,https://media-cdn.tripadvisor.com/media/photo-s/02/50/9e/6b/hazarduari-palace.jpg,https://www.tripadvisor.in/Attraction_Review-g2287525-d2256250-Reviews-Hazarduari_Palace_Museum-Murshidabad_Murshidabad_District_West_Bengal.html,Palace/Forts/Ancient Buildings,0.47
Murudeshwar,Karnataka,Mysuru (Mysore) District,Murudeshwar,https://media-cdn.tripadvisor.com/media/photo-s/02/2d/48/bb/murudeshwar.jpg,https://www.tripadvisor.in/Attraction_Review-g297627-d1793953-Reviews-Murudeshwar-Karnataka.html,Monuments/Historical Architectures/Spiritual Attractions,0.34
Mysuru Palace,Karnataka,Nainital District,Mysuru (Mysore),https://media-cdn.tripadvisor.com/media/photo-s/17/40/63/77/the-palace-after-the.jpg,https://www.tripadvisor.in/Attraction_Review-g304553-d319703-Reviews-Mysuru_Palace-Mysuru_Mysore_Mysore_District_Karnataka.html,Palace/Forts/Ancient Buildings,0.76
Somnathpur Temple,Karnataka,Nanded District,Mysuru (Mysore),https://media-cdn.tripadvisor.com/media/photo-s/07/08/6b/fd/somanathapura-vishnu.jpg,https://www.tripadvisor.in/Attraction_Review-g304553-d325164-Reviews-Somnathpur_Temple-Mysuru_Mysore_Mysore_District_Karnataka.html,Monuments/Historical Architectures/Spiritual Attractions,0.87
Naina Peak,Uttarakhand,Narmada District,Nainital,https://media-cdn.tripadvisor.com/media/photo-s/05/c9/b5/25/naina-peak.jpg,https://www.tripadvisor.in/Attraction_Review-g660548-d4088694-Reviews-Naina_Peak-Nainital_Nainital_District_Uttarakhand.html,Mountains/Landscapes/Waterfalls,0.91
Naukuchiatal Lake,Uttarakhand,Neil Island District,Naukuchiatal,https://media-cdn.tripadvisor.com/media/photo-s/03/f8/7d/0c/naukuchiatal-lake.jpg,https://www.tripadvisor.in/Attraction_Review-g1047700-d3729661-Reviews-Naukuchiatal_Lake-Naukuchiatal_Nainital_District_Uttarakhand.html,Riverbank/Pilgrimage,0.47
Sattal Lake,Uttarakhand,Neil Island District,Sattal,https://media-cdn.tripadvisor.com/media/photo-s/05/f8/14/92/sattal-lake.jpg,https://www.tripadvisor.in/Attraction_Review-g4108271-d4400678-Reviews-Sattal_Lake-Sattal_Nainital_District_Uttarakhand.html,Riverbank/Pilgrimage,0.44
Nainital Lake,Uttarakhand,New Delhi District,Nainital,https://media-cdn.tripadvisor.com/media/photo-s/01/29/00/cb/the-lake-nainital.jpg,https://www.tripadvisor.in/Attraction_Review-g660548-d1222103-Reviews-Nainital_Lake-Nainital_Nainital_District_Uttarakhand.html,Riverbank/Pilgrimage,0.49
Agaya Gangai Waterfalls,Tamil Nadu,New Delhi District,Kolli Hills,https://media-cdn.tripadvisor.com/media/photo-s/0e/7d/69/2c/photo5jpg.jpg,https://www.tripadvisor.in/Attraction_Review-g1477768-d2709136-Reviews-Agaya_Gangai_Waterfalls-Kolli_Hills_Namakkal_District_Tamil_Nadu.html,Mountains/Landscapes/Waterfalls,0.96
Hazur Sahib,Maharashtra,New Delhi District,Nanded,https://media-cdn.tripadvisor.com/media/photo-s/02/59/bd/f9/haur-sahib-entrance.jpg,https://www.tripadvisor.in/Attraction_Review-g968669-d2460307-Reviews-Hazur_Sahib-Nanded_Nanded_District_Maharashtra.html,Temples/Church/Worship,0.76
Statue Of Unity,Gujarat,New Delhi District,Narmada,https://media-cdn.tripadvisor.com/media/photo-s/1b/65/2a/08/world-s-tallest-statue.jpg,https://www.tripadvisor.in/Attraction_Review-g3746714-d14875598-Reviews-Statue_Of_Unity-Narmada_Narmada_District_Gujarat.html,Temples/Church/Worship,0.32
Laxmanpur Beach,Andaman and Nicobar Islands,New Delhi District,Neil Island,https://media-cdn.tripadvisor.com/media/photo-s/03/e0/3b/3f/laxmanpur-beach.jpg,https://www.tripadvisor.in/Attraction_Review-g2646897-d4139008-Reviews-Laxmanpur_Beach-Neil_Island_Andaman_and_Nicobar_Islands.html,Beach/Seashores,0.73
Bharatpur Beach,Andaman and Nicobar Islands,New Delhi District,Neil Island,https://media-cdn.tripadvisor.com/media/photo-s/03/d4/93/20/bharatpur-beach.jpg,https://www.tripadvisor.in/Attraction_Review-g2646897-d4047642-Reviews-Bharatpur_Beach-Neil_Island_Andaman_and_Nicobar_Islands.html,Beach/Seashores,0.52
Lodhi Garden,National Capital Territory of Delhi,New Delhi District,New Delhi,https://media-cdn.tripadvisor.com/media/photo-s/06/14/cf/80/lodi-gardens.jpg,https://www.tripadvisor.in/Attraction_Review-g304551-d324106-Reviews-Lodhi_Garden-New_Delhi_National_Capital_Territory_of_Delhi.html,Gardens/City Parks,0.79
Mughal Garden,National Capital Territory of Delhi,New Delhi District,New Delhi,https://media-cdn.tripadvisor.com/media/photo-s/0e/99/3e/e4/mughal-garden.jpg,https://www.tripadvisor.in/Attraction_Review-g304551-d6438182-Reviews-Mughal_Garden-New_Delhi_National_Capital_Territory_of_Delhi.html,Gardens/City Parks,0.87
Humayun's Tomb,National Capital Territory of Delhi,New Delhi District,New Delhi,https://media-cdn.tripadvisor.com/media/photo-s/05/b7/37/2e/humayun-s-tomb.jpg,https://www.tripadvisor.in/Attraction_Review-g304551-d311618-Reviews-Humayun_s_Tomb-New_Delhi_National_Capital_Territory_of_Delhi.html,Palace/Forts/Ancient Buildings,0.39
Gandhi Smriti,National Capital Territory of Delhi,New Delhi District,New Delhi,https://media-cdn.tripadvisor.com/media/photo-s/0b/38/f9/ea/gandhi-smriti.jpg,https://www.tripadvisor.in/Attraction_Review-g304551-d641643-Reviews-Gandhi_Smriti-New_Delhi_National_Capital_Territory_of_Delhi.html,Museums/Indian Culture & History,0.72
National Gandhi Museum,National Capital Territory of Delhi,Noida District,New Delhi,https://media-cdn.tripadvisor.com/media/photo-s/07/14/86/f7/national-gandhi-museum.jpg,https://www.tripadvisor.in/Attraction_Review-g304551-d311624-Reviews-National_Gandhi_Museum-New_Delhi_National_Capital_Territory_of_Delhi.html,Museums/Indian Culture & History,0.86
Indira Gandhi Memorial Museum,National Capital Territory of Delhi,North Sikkim  District,New Delhi,https://media-cdn.tripadvisor.com/media/photo-s/03/6e/08/df/indira-gandhi-memorial.jpg,https://www.tripadvisor.in/Attraction_Review-g304551-d325110-Reviews-Indira_Gandhi_Memorial_Museum-New_Delhi_National_Capital_Territory_of_Delhi.html,Museums/Indian Culture & History,0.42
Swaminarayan Akshardham,National Capital Territory of Delhi,North Sikkim  District,New Delhi,https://media-cdn.tripadvisor.com/media/photo-s/0b/23/c6/0f/img-20160507-135554-largejpg.jpg,https://www.tripadvisor.in/Attraction_Review-g304551-d626913-Reviews-Swaminarayan_Akshardham-New_Delhi_National_Capital_Territory_of_Delhi.html,Temples/Church/Worship,0.33
Sunder Nursery,National Capital Territory of Delhi,Old Goa District,New Delhi,https://media-cdn.tripadvisor.com/media/photo-s/16/27/04/e2/the-paradise-gardens.jpg,https://www.tripadvisor.in/Attraction_Review-g304551-d13792263-Reviews-Sunder_Nursery-New_Delhi_National_Capital_Territory_of_Delhi.html,Gardens/City Parks,0.71
Qutub Minar,National Capital Territory of Delhi,Pachmarhi District,New Delhi,https://media-cdn.tripadvisor.com/media/photo-s/08/b7/1f/31/qutab-minar.jpg,https://www.tripadvisor.in/Attraction_Review-g304551-d311626-Reviews-Qutub_Minar-New_Delhi_National_Capital_Territory_of_Delhi.html,Monuments/Historical Architectures/Spiritual Attractions,0.41
Gurudwara Bangla Sahib,National Capital Territory of Delhi,Palitana District,New Delhi,https://media-cdn.tripadvisor.com/media/photo-s/03/74/3c/4b/gurudwara-bangla-sahib.jpg,https://www.tripadvisor.in/Attraction_Review-g304551-d3681196-Reviews-Gurudwara_Bangla_Sahib-New_Delhi_National_Capital_Territory_of_Delhi.html,Temples/Church/Worship,0.76
KidZania Delhi NCR,Uttar Pradesh,Panchkula District,Noida,https://media-cdn.tripadvisor.com/media/photo-s/0b/69/aa/93/become-a-fire-fighter.jpg,https://www.tripadvisor.in/Attraction_Review-g644043-d10350080-Reviews-KidZania_Delhi_NCR-Noida_Gautam_Buddha_Nagar_District_Uttar_Pradesh.html,Wildlife/Forests/National Parks,0.61
Naval Aviation Museum,Goa,Patan District,Mormugao,https://media-cdn.tripadvisor.com/media/photo-s/02/c4/e3/26/naval-aviation-museum.jpg,https://www.tripadvisor.in/Attraction_Review-g2531484-d2209802-Reviews-Naval_Aviation_Museum-Mormugao_North_Goa_District_Goa.html,Museums/Indian Culture & History,0.88
Ashwem Beach,Goa,Patiala District,Morjim,https://media-cdn.tripadvisor.com/media/photo-s/03/18/b2/26/ashwem-beach.jpg,https://www.tripadvisor.in/Attraction_Review-g1936425-d2721491-Reviews-Ashwem_Beach-Morjim_North_Goa_District_Goa.html,Beach/Seashores,0.97
Morjim Beach,Goa,Patna District,Morjim,https://media-cdn.tripadvisor.com/media/photo-s/01/1f/eb/60/turtle-nests-morgim-beach.jpg,https://www.tripadvisor.in/Attraction_Review-g1936425-d1230998-Reviews-Morjim_Beach-Morjim_North_Goa_District_Goa.html,Beach/Seashores,0.96
Fontainhas,Goa,Pattadakal District,Panjim,https://media-cdn.tripadvisor.com/media/photo-s/15/d6/eb/9d/katu-nakymaa.jpg,https://www.tripadvisor.in/Attraction_Review-g303877-d320658-Reviews-Fontainhas-Panjim_North_Goa_District_Goa.html,Beach/Seashores,0.39
Mandrem Beach,Goa,Pondicherry District,Mandrem,https://media-cdn.tripadvisor.com/media/photo-s/02/5f/e0/db/mandrim-beach.jpg,https://www.tripadvisor.in/Attraction_Review-g1010240-d1723866-Reviews-Mandrem_Beach-Mandrem_North_Goa_District_Goa.html,Beach/Seashores,0.95
Yume Samdong (Zero Point),Sikkim,Port Blair District,North Sikkim,https://media-cdn.tripadvisor.com/media/photo-s/01/df/dd/93/yumesamdong-zero-point.jpg,https://www.tripadvisor.in/Attraction_Review-g1162470-d2140851-Reviews-Yume_Samdong_Zero_Point-Lachung_North_Sikkim_Sikkim.html,Mountains/Landscapes/Waterfalls,0.99
Yumthang Valley,Sikkim,Port Blair District,North Sikkim,https://media-cdn.tripadvisor.com/media/photo-s/01/1f/a3/71/beautiful-river-flowing.jpg,https://www.tripadvisor.in/Attraction_Review-g1162470-d1195081-Reviews-Yumthang_Valley-Lachung_North_Sikkim_Sikkim.html,Mountains/Landscapes/Waterfalls,0.86
Heritage Transport Museum,Haryana,Pune District,Taoru,https://media-cdn.tripadvisor.com/media/photo-s/0f/11/f6/6f/img20170318171453-largejpg.jpg,https://www.tripadvisor.in/Attraction_Review-g6495768-d6377704-Reviews-Heritage_Transport_Museum-Taoru_Nuh_District_Haryana.html,Museums/Indian Culture & History,0.63
Church of St. Francis of Assissi,Goa,Pune District,Old Goa,https://media-cdn.tripadvisor.com/media/photo-s/03/a8/16/b5/church-of-st-francis.jpg,https://www.tripadvisor.in/Attraction_Review-g15420940-d2708794-Reviews-Church_of_St_Francis_of_Assissi-Old_Goa_North_Goa_District_Goa.html,Temples/Church/Worship,0.35
Dhoopgarh,Madhya Pradesh,Pune District,Pachmarhi,https://media-cdn.tripadvisor.com/media/photo-s/02/7b/ee/4e/up-up-to-dhoopgarh.jpg,https://www.tripadvisor.in/Attraction_Review-g503700-d2716852-Reviews-Dhoopgarh-Pachmarhi_Hoshangabad_District_Madhya_Pradesh.html,Mountains/Landscapes/Waterfalls,0.78
Shatrunjaya hill temple,Gujarat,Rajahmundry District,Palitana,https://media-cdn.tripadvisor.com/media/photo-s/0f/0b/fa/78/the-main-complex.jpg,https://www.tripadvisor.in/Attraction_Review-g303880-d3158033-Reviews-Shatrunjaya_hill_temple-Palitana_Bhavnagar_District_Gujarat.html,Monuments/Historical Architectures/Spiritual Attractions,0.35
Gurudwara Nada Sahib,Haryana,Rameswaram District,Panchkula,https://media-cdn.tripadvisor.com/media/photo-s/05/dc/bc/ae/must-see-calm-and-religuous.jpg,https://www.tripadvisor.in/Attraction_Review-g297616-d4450654-Reviews-Gurudwara_Nada_Sahib-Panchkula_Panchkula_District_Haryana.html,Temples/Church/Worship,0.77
Rani Ki vav,Gujarat,Rishikesh District,Patan,https://media-cdn.tripadvisor.com/media/photo-s/01/83/b7/ab/rani-ki-vav.jpg,https://www.tripadvisor.in/Attraction_Review-g297607-d1227374-Reviews-Rani_Ki_vav-Gujarat.html,Monuments/Historical Architectures/Spiritual Attractions,0.84
Gurdwara Dukh Nivaran Sahib,Punjab,Rudra Prayag  District,Patiala,https://media-cdn.tripadvisor.com/media/photo-s/0a/0b/4b/5e/gurdwara-dukh-nivaran.jpg,https://www.tripadvisor.in/Attraction_Review-g659325-d8865685-Reviews-Gurdwara_Dukh_Nivaran_Sahib-Patiala_Patialar_District_Punjab.html,Temples/Church/Worship,0.87
Hanuman Mandir,Bihar,Sangla District,Patna,https://media-cdn.tripadvisor.com/media/photo-s/01/f1/c7/c3/inside.jpg,https://www.tripadvisor.in/Attraction_Review-g297592-d1220003-Reviews-Hanuman_Mandir-Patna_Patna_District_Bihar.html,Temples/Church/Worship,0.84
Nalanda,Bihar,Sanguem District,Patna,https://media-cdn.tripadvisor.com/media/photo-s/06/81/4e/4c/caption.jpg,https://www.tripadvisor.in/Attraction_Review-g297592-d632732-Reviews-Nalanda-Patna_Patna_District_Bihar.html,Monuments/Historical Architectures/Spiritual Attractions,0.53
Buddha Smriti Park,Bihar,Seoni District,Patna,https://media-cdn.tripadvisor.com/media/photo-s/0e/99/4e/72/front-view-of-buddha.jpg,https://www.tripadvisor.in/Attraction_Review-g297592-d3734581-Reviews-Buddha_Smriti_Park-Patna_Patna_District_Bihar.html,Gardens/City Parks,0.49
Group of Monuments in Pattadakal,Karnataka,Shillong District,Pattadakal,https://media-cdn.tripadvisor.com/media/photo-s/01/60/58/25/pattadakal-temple-complex.jpg,https://www.tripadvisor.in/Attraction_Review-g1534516-d1534514-Reviews-Group_of_Monuments_in_Pattadakal-Pattadakal_Bagalkot_District_Karnataka.html,Monuments/Historical Architectures/Spiritual Attractions,0.81
Chhatrapati Shivaji Terminus,Maharashtra,Shillong District,Mumbai,https://media-cdn.tripadvisor.com/media/photo-s/09/1e/1e/5d/caption.jpg,https://www.tripadvisor.in/Attraction_Review-g304554-d321412-Reviews-Chhatrapati_Shivaji_Terminus-Mumbai_Maharashtra.html,Palace/Forts/Ancient Buildings,0.9
Bandra-Worli Sea Link,Maharashtra,Shimla District,Mumbai,https://media-cdn.tripadvisor.com/media/photo-s/02/77/72/0b/by-ameya-charankar-available.jpg,https://www.tripadvisor.in/Attraction_Review-g304554-d2704519-Reviews-Bandra_Worli_Sea_Link-Mumbai_Maharashtra.html,Palace/Forts/Ancient Buildings,0.56
Mount Mary Basilica,Maharashtra,Shimla District,Mumbai,https://media-cdn.tripadvisor.com/media/photo-s/02/67/25/18/filename-mountmarychurch01.jpg,https://www.tripadvisor.in/Attraction_Review-g304554-d2638424-Reviews-Mount_Mary_Basilica-Mumbai_Maharashtra.html,Temples/Church/Worship,0.7
Seaside Promenade,Union Territory of Pondicherry,Shimla District,Pondicherry,https://media-cdn.tripadvisor.com/media/photo-s/02/eb/01/9e/seaside-promenade.jpg,https://www.tripadvisor.in/Attraction_Review-g659792-d2677433-Reviews-Seaside_Promenade-Pondicherry_Union_Territory_of_Pondicherry.html,Beach/Seashores,0.93
Jolly Buoy Island,Andaman and Nicobar Islands,Shirdi District,Port Blair,https://media-cdn.tripadvisor.com/media/photo-s/02/5c/2f/24/wandoor-jetty.jpg,https://www.tripadvisor.in/Attraction_Review-g297584-d2554778-Reviews-Jolly_Buoy_Island-Port_Blair_South_Andaman_Island_Andaman_and_Nicobar_Islands.html,Riverbank/Pilgrimage,0.45
Ross Island,Andaman and Nicobar Islands,Shirdi District,Port Blair,https://media-cdn.tripadvisor.com/media/photo-s/02/59/36/0a/ross-island.jpg,https://www.tripadvisor.in/Attraction_Review-g297584-d2424105-Reviews-Ross_Island-Port_Blair_South_Andaman_Island_Andaman_and_Nicobar_Islands.html,Palace/Forts/Ancient Buildings,0.49
Pune Okayama Friendship Garden,Maharashtra,Sikandra District,Pune,https://media-cdn.tripadvisor.com/media/photo-s/08/b2/9b/94/pune.jpg,https://www.tripadvisor.in/Attraction_Review-g297654-d2692076-Reviews-Pune_Okayama_Friendship_Garden-Pune_Pune_District_Maharashtra.html,Gardens/City Parks,0.9
Sinhagad Fort,Maharashtra,Sohra District,Pune,https://media-cdn.tripadvisor.com/media/photo-s/02/3b/be/f3/sinhagad-fort.jpg,https://www.tripadvisor.in/Attraction_Review-g297654-d2408845-Reviews-Sinhagad_Fort-Pune_Pune_District_Maharashtra.html,Mountains/Landscapes/Waterfalls,0.56
Western Ghats,Maharashtra,Somnath District,Pune,https://media-cdn.tripadvisor.com/media/photo-s/0e/35/82/ab/kalsubai-which-is-tallest.jpg,https://www.tripadvisor.in/Attraction_Review-g297654-d3537816-Reviews-Western_Ghats-Pune_Pune_District_Maharashtra.html,Mountains/Landscapes/Waterfalls,0.76
Dagadusheth Halwai Ganapati Temple,Maharashtra,South Sikkim District,Pune,https://media-cdn.tripadvisor.com/media/photo-s/03/11/27/18/those-magical-eyes.jpg,https://www.tripadvisor.in/Attraction_Review-g297654-d2520937-Reviews-Dagadusheth_Halwai_Ganapati_Temple-Pune_Pune_District_Maharashtra.html,Temples/Church/Worship,0.66
Darshan Museum,Maharashtra,South Sikkim District,Pune,https://media-cdn.tripadvisor.com/media/photo-s/0b/a1/55/6c/darshan-museum.jpg,https://www.tripadvisor.in/Attraction_Review-g297654-d2312973-Reviews-Darshan_Museum-Pune_Pune_District_Maharashtra.html,Museums/Indian Culture & History,0.61
Raja Dinkar Kelkar Museum,Maharashtra,Srirangapattana District,Pune,https://media-cdn.tripadvisor.com/media/photo-s/0a/c8/f8/09/musical-instrument.jpg,https://www.tripadvisor.in/Attraction_Review-g297654-d320029-Reviews-Raja_Dinkar_Kelkar_Museum-Pune_Pune_District_Maharashtra.html,Museums/Indian Culture & History,0.84
Rajgad Fort,Maharashtra,Talacauvery District,Pune,https://media-cdn.tripadvisor.com/media/photo-s/02/15/5c/ba/bale-killa.jpg,https://www.tripadvisor.in/Attraction_Review-g297654-d1897512-Reviews-Rajgad_Fort-Pune_Pune_District_Maharashtra.html,Mountains/Landscapes/Waterfalls,0.63
National Defence Academy,Maharashtra,Tawang District,Pune,https://media-cdn.tripadvisor.com/media/photo-s/06/c9/74/2f/national-defence-academy.jpg,https://www.tripadvisor.in/Attraction_Review-g297654-d4155086-Reviews-National_Defence_Academy-Pune_Pune_District_Maharashtra.html,Museums/Indian Culture & History,0.49
Skyjumper Trampoline Park - Pune,Maharashtra,Tawang District,Pune,https://media-cdn.tripadvisor.com/media/photo-s/15/ef/42/8c/fun-at-skyjumper.jpg,https://www.tripadvisor.in/Attraction_Review-g297654-d15668968-Reviews-Skyjumper_Trampoline_Park_Pune-Pune_Pune_District_Maharashtra.html,Wildlife/Forests/National Parks,0.48
Raghurajpur Artist Village,Odisha,Tawang District,Puri,https://media-cdn.tripadvisor.com/media/photo-s/05/43/fe/ea/raghurajpur-artist-village.jpg,https://www.tripadvisor.in/Attraction_Review-g503703-d3806619-Reviews-Raghurajpur_Artist_Village-Puri_Puri_District_Odisha.html,Museums/Indian Culture & History,0.61
Louisa Point,Maharashtra,Thanjavur District,Matheran,https://media-cdn.tripadvisor.com/media/photo-s/03/5f/17/6f/louisa-point.jpg,https://www.tripadvisor.in/Attraction_Review-g503701-d3604600-Reviews-Louisa_Point-Matheran_Raigad_District_Maharashtra.html,Mountains/Landscapes/Waterfalls,0.9
Sanchi Stupas,Madhya Pradesh,Thekkady District,Sanchi,https://media-cdn.tripadvisor.com/media/photo-s/05/30/1f/2f/sanchi-stupas.jpg,https://www.tripadvisor.in/Attraction_Review-g776953-d4480387-Reviews-Sanchi_Stupas-Sanchi_Raisen_District_Madhya_Pradesh.html,Monuments/Historical Architectures/Spiritual Attractions,0.73
Godavari Bridge,Andhra Pradesh,Tiruchirappalli District,Rajahmundry,https://media-cdn.tripadvisor.com/media/photo-s/0e/a8/6c/8e/dsc-0561-largejpg.jpg,https://www.tripadvisor.in/Attraction_Review-g1155908-d5782404-Reviews-Godavari_Bridge-Rajahmundry_East_Godavari_District_Andhra_Pradesh.html,Palace/Forts/Ancient Buildings,0.51
